,total_sqft,bath,balcony,price,site_location,bhk
5631,1365.0,3.0,1.0,76.18,Machabolaram,3
5632,1609.0,3.0,3.0,115.0,Machabolaram,3
5633,1680.0,3.0,2.0,125.0,Machabolaram,3
5634,1115.0,2.0,1.0,50.0,Machabolaram,2
5635,1757.0,3.0,3.0,98.0,Machabolaram,3
5638,5384.0,5.0,3.0,420.0,Machabolaram,5
5639,1100.0,2.0,2.0,48.0,Machabolaram,2
5640,1250.0,2.0,1.0,55.0,Machabolaram,2
5641,1254.0,2.0,1.0,70.0,Machabolaram,3
5642,1157.0,2.0,1.0,72.0,Machabolaram,3
5643,612.5,1.0,0.0,27.565,Machabolaram,1
5645,3000.0,4.0,2.0,235.0,Machabolaram,4
5646,1346.0,2.0,1.0,74.03,Machabolaram,2
5647,1990.0,3.0,3.0,98.0,Machabolaram,3
5648,1102.0,2.0,2.0,53.67,Machabolaram,2
5649,1222.0,2.0,1.0,68.0,Machabolaram,3
5650,1135.0,2.0,2.0,58.0,Machabolaram,2
5651,1277.0,2.0,1.0,77.0,Machabolaram,2
5653,1639.5,3.0,0.0,92.63,Machabolaram,3
5654,760.0,2.0,1.0,37.49,Machabolaram,2
5655,1220.0,2.0,1.0,89.0,Machabolaram,2
5656,675.0,1.0,1.0,35.0,Machabolaram,1
5657,1750.0,3.0,2.0,120.0,Machabolaram,3
5658,1920.0,3.0,3.0,122.0,Machabolaram,3
5659,1400.0,2.0,2.0,78.0,Machabolaram,3
5662,1314.0,2.0,3.0,80.0,Machabolaram,2
5665,1500.0,2.0,3.0,82.0,Machabolaram,3
5667,2215.0,4.0,2.0,152.0,Machabolaram,3
5668,510.0,1.0,0.0,25.25,Madgul,1
5669,1427.0,3.0,2.0,120.0,Madgul,3
5670,3600.0,6.0,0.0,141.0,Madgul,6
5672,375.0,2.0,0.0,26.0,Madgul,1
5673,2791.0,3.0,1.0,223.0,Madgul,3
5674,1296.0,2.0,2.0,83.0,Madgul,2
5675,3300.0,5.0,2.0,240.0,Madgul,5
5680,1405.0,2.0,1.0,78.0,Madgul,3
5681,2200.0,2.0,1.0,162.0,Madgul,3
5682,1163.0,2.0,2.0,98.86,Madgul,2
5684,600.0,1.0,1.0,28.0,Madgul,1
5685,360.0,1.0,1.0,26.0,Madgul,1
5686,1750.0,3.0,2.0,150.0,Madgul,3
5687,1179.0,2.0,1.0,75.0,Madgul,2
5690,3500.0,5.0,0.0,160.0,Madgul,6
5691,3067.0,4.0,3.0,230.0,Madgul,4
5695,2300.0,3.0,1.0,220.0,Madgul,3
5696,420.0,1.0,1.0,17.0,Madgul,1
5697,2150.0,6.0,3.0,205.0,Madgul,6
5698,1132.0,2.0,1.0,79.28,Madgul,2
5699,1605.0,2.0,3.0,85.0,Madgul,3
5700,1850.0,3.0,3.0,98.0,Madgul,3
5701,2006.0,4.0,2.0,196.0,Madgul,3
5703,1200.0,2.0,2.0,75.0,Madgul,2
5704,1342.0,3.0,3.0,92.0,Madgul,3
5708,1366.0,2.0,1.0,83.0,Madgul,2
5711,1745.0,3.0,3.0,100.0,Madgul,3
5712,1077.0,2.0,2.0,93.0,Madgul,2
5717,1900.0,3.0,3.0,155.0,Madgul,3
5718,2075.0,3.0,1.0,115.0,Madgul,3
5719,1330.0,3.0,3.0,73.5,Madgul,3
5720,1198.0,2.0,1.0,86.26,Madgul,2
5723,1012.0,2.0,1.0,59.0,Madgul,2
5724,1315.0,2.0,3.0,75.0,Madgul,2
5726,1099.0,2.0,2.0,65.0,Madgul,2
5728,3500.0,4.0,2.0,185.0,Madgul,3
5729,1680.0,3.0,3.0,125.0,Madgul,3
5731,4000.0,4.0,2.0,325.0,Madgul,4
5732,2425.0,3.0,1.0,197.0,Madgul,3
5733,1100.0,2.0,1.0,60.0,Madgul,2
5734,1842.0,3.0,2.0,115.0,Madgul,3
5735,973.0,2.0,1.0,56.0,Madgul,2
5736,1141.0,2.0,1.0,62.0,Madgul,2
5737,700.0,1.0,1.0,30.84,Madgul,1
5738,1225.0,2.0,2.0,71.05,Madgul,2
5739,1500.0,3.0,1.0,95.0,Madgul,3
5740,1835.0,3.0,2.0,160.0,Madgul,3
5741,1500.0,4.0,1.0,89.45,Madgul,4
5742,1683.0,3.0,1.0,110.0,Madgul,3
5743,1148.0,2.0,2.0,69.0,Madgul,2
5749,525.0,1.0,1.0,26.01,Madgul,1
5753,1639.0,3.0,2.0,107.0,Madgul,3
5756,1400.0,2.0,2.0,105.0,Madgul,2
5757,1225.0,2.0,2.0,71.05,Madgul,2
5759,3758.0,3.0,1.0,300.0,Madgul,3
5760,650.0,2.0,2.0,45.0,Madgul,2
5762,450.0,1.0,1.0,20.0,Madgul,1
5765,1276.0,2.0,1.0,69.5,Madgul,2
5766,2153.0,4.0,3.0,120.0,Madgul,3
5767,1515.0,3.0,3.0,80.5,Madgul,3
5768,1175.0,2.0,2.0,86.68,Madgul,2
5772,1408.0,3.0,2.0,80.0,Madgul,3
5773,1881.0,3.0,2.0,115.0,Madgul,3
5774,1379.0,2.0,1.0,85.0,Madgul,2
5775,510.0,1.0,1.0,22.0,Madgul,1
5776,1100.0,2.0,1.0,62.0,Madhapur,2
5778,1108.0,2.0,1.0,63.0,Madhapur,2
5782,884.0,1.0,0.0,58.0,Madhapur,2
5783,1460.0,2.0,1.0,80.5,Madhapur,2
5788,2500.0,3.0,1.0,250.0,Madhapur,3
5789,540.0,1.0,0.0,30.0,Madhapur,1
5791,1174.0,2.0,1.0,76.0,Madhapur,2
5792,1800.0,3.0,2.0,115.0,Madhapur,3
5794,1920.0,3.0,2.0,130.0,Madhapur,3
5795,2400.0,4.0,1.0,130.0,Madhapur,3
5797,1550.0,2.0,1.0,150.0,Madhapur,3
5799,1478.0,2.0,2.0,125.0,Madhapur,2
5800,3067.0,4.0,1.0,310.0,Madhapur,4
5804,1975.0,3.0,3.0,123.0,Madhapur,3
5806,1397.0,3.0,2.0,110.0,Madhapur,3
5808,2940.0,6.0,2.0,280.0,Madhapur,4
5811,1153.0,2.0,1.0,65.0,Madhapur,2
5812,1411.0,3.0,1.0,93.04,Madhapur,3
5813,1620.0,2.0,2.0,85.0,Madhapur,3
5815,1132.0,2.0,0.0,67.9,Madhapur,2
5816,1700.0,3.0,1.0,95.0,Madhapur,3
5818,3300.0,5.0,3.0,318.0,Madhapur,4
5820,1199.0,2.0,1.0,86.0,Madhapur,2
5821,922.0,2.0,1.0,70.0,Madhapur,2
5822,1650.0,3.0,2.0,111.0,Madhapur,3
5823,1200.0,2.0,1.0,45.0,Madhapur,1
5824,705.0,1.0,1.0,55.0,Madhapur,1
5826,1458.0,3.0,2.0,79.0,Madhapur,3
5828,1237.0,2.0,2.0,73.0,Madhapur,2
5829,800.0,2.0,1.0,55.0,Madhapur,2
5832,1795.0,3.0,2.0,139.0,Madhapur,3
5836,1504.0,2.0,2.0,102.0,Madhapur,3
5837,1293.0,2.0,2.0,75.0,Madhapur,2
5840,840.0,1.0,1.0,57.6,Madhapur,1
5842,2273.0,3.0,3.0,159.0,Madhapur,3
5843,1309.0,2.0,2.0,95.0,Madhapur,2
5846,635.0,1.0,1.0,28.0,Madhapur,1
5848,500.0,1.0,1.0,18.0,Madhapur,1
5849,1308.0,2.0,1.0,75.0,Madhapur,2
5851,1180.0,2.0,3.0,124.0,Madhapur,2
5856,1621.0,3.0,1.0,124.0,Madhapur,3
5857,1710.0,3.0,2.0,135.0,Madhapur,3
5859,2200.0,2.0,0.0,180.0,Madhapur,2
5860,1070.0,2.0,1.0,87.0,Madhapur,2
5863,1640.0,3.0,2.0,105.0,Madhapur,3
5865,400.0,1.0,1.0,25.0,Madhapur,1
5866,1600.0,4.0,1.0,120.0,Madhapur,3
5869,1355.0,2.0,2.0,95.0,Madhapur,2
5871,2787.0,5.0,2.0,220.0,Madhapur,4
5873,2710.0,3.0,2.0,177.0,Madhapur,3
5876,1010.0,2.0,1.0,58.0,Madhapur,2
5878,1894.0,4.0,1.0,114.0,Madhapur,3
5880,1128.0,2.0,1.0,63.5,Madhapur,2
5881,1297.0,2.0,2.0,98.0,Madhapur,2
5887,1715.0,3.0,3.0,112.0,Madhapur,3
5889,945.0,2.0,1.0,54.0,Maheshwaram,2
5892,1760.0,3.0,2.0,88.0,Maheshwaram,3
5893,700.0,1.0,0.0,41.0,Maheshwaram,1
5895,1580.0,3.0,3.0,76.0,Maheshwaram,3
5896,1779.0,3.0,2.0,112.0,Maheshwaram,3
5898,2400.0,6.0,3.0,125.0,Maheshwaram,8
5900,1565.0,3.0,2.0,88.5,Maheshwaram,3
5901,1519.0,3.0,1.0,93.0,Maheshwaram,3
5902,340.0,1.0,1.0,10.0,Maheshwaram,1
5903,1418.0,2.0,2.0,95.0,Maheshwaram,2
5904,1210.0,2.0,1.0,58.0,Maheshwaram,3
5905,1470.0,2.0,1.0,90.0,Maheshwaram,3
5906,2400.0,7.0,2.0,110.0,Maheshwaram,6
5908,1533.0,3.0,2.0,85.0,Maheshwaram,3
5909,1590.0,2.0,2.0,125.0,Maheshwaram,3
5910,1900.0,3.0,3.0,160.0,Maheshwaram,3
5911,1069.0,3.0,2.0,65.4,Maheshwaram,3
5912,1200.0,3.0,1.0,90.0,Maheshwaram,3
5914,2430.0,4.0,3.0,180.0,Maheshwaram,3
5915,1340.0,2.0,2.0,64.31,Maheshwaram,3
5916,1555.0,2.0,1.0,82.0,Maheshwaram,3
5923,1574.0,3.0,1.0,93.34,Maheshwaram,3
5925,1725.0,3.0,2.0,85.0,Maheshwaram,3
5927,1400.0,2.0,2.0,80.0,Maheshwaram,2
5928,1200.0,2.0,1.0,68.0,Maheshwaram,3
5932,780.0,1.0,1.0,55.0,Maheshwaram,1
5934,1221.0,3.0,3.0,72.0,Maheshwaram,3
5935,1575.0,2.0,2.0,90.0,Maheshwaram,2
5940,1200.0,1.0,2.0,95.0,Maheshwaram,2
5941,583.0,1.0,1.0,26.9,Maheshwaram,1
5944,1200.0,4.0,1.0,85.0,Maheshwaram,4
5945,1870.0,3.0,2.0,138.0,Maheshwaram,3
5947,1680.0,4.0,3.0,95.0,Maheshwaram,3
5950,834.0,1.0,1.0,62.0,Maheshwaram,1
5951,1108.0,2.0,1.0,74.23,Maheshwaram,2
5952,381.0,1.0,0.0,28.0,Maheshwaram,1
5953,1636.0,3.0,2.0,92.0,Maheshwaram,3
5954,1565.0,3.0,2.0,98.91,Maheshwaram,3
5956,1880.0,3.0,3.0,120.0,Maheshwaram,3
5957,1800.0,3.0,3.0,85.0,Maheshwaram,3
5958,1450.0,2.0,1.0,85.0,Maheshwaram,3
5959,672.0,1.0,1.0,27.0,Maheshwaram,1
5961,660.0,1.0,1.0,23.0,Maheshwaram,1
5964,1650.0,3.0,2.0,85.5,Maheshwaram,3
5966,1200.0,2.0,1.0,75.0,Maheshwaram,2
5967,1012.0,2.0,2.0,59.0,Maheshwaram,2
5968,1700.0,3.0,2.0,126.0,Maheshwaram,3
5971,1252.0,3.0,3.0,70.0,Maheshwaram,3
5972,1691.0,3.0,2.0,93.01,Maheshwaram,3
5974,1460.0,3.0,3.0,76.0,Maheshwaram,3
5975,1715.0,3.0,3.0,112.0,Maheshwaram,3
5976,1660.0,3.0,2.0,131.0,Maheshwaram,3
5977,4000.0,8.0,1.0,150.0,Maheshwaram,7
5986,2569.0,5.0,3.0,180.0,Maheshwaram,4
5987,1400.0,2.0,3.0,90.0,Maheshwaram,2
5988,3200.0,5.0,3.0,309.0,Maheshwaram,4
5989,1419.0,3.0,2.0,85.0,Maheshwaram,3
5991,1607.0,2.0,2.0,112.0,Maheshwaram,3
5992,953.0,2.0,1.0,90.0,Maheshwaram,2
5995,1392.0,2.0,1.0,110.0,Maheshwaram,2
5997,1855.0,3.0,3.0,96.0,Maheshwaram,3
5998,1684.0,3.0,2.0,86.0,Maheshwaram,3
6010,1680.0,3.0,2.0,120.0,Malakpet,3
6011,680.0,1.0,1.0,44.0,Malakpet,1
6015,1245.0,2.0,2.0,68.48,Malakpet,3
6017,1345.0,2.0,2.0,106.0,Malakpet,2
6018,1277.5,2.0,0.0,95.815,Malakpet,2
6019,515.0,1.0,1.0,25.0,Malakpet,1
6022,1200.0,3.0,1.0,74.0,Malakpet,3
6029,665.0,1.0,1.0,46.08,Malakpet,1
6032,1190.0,2.0,1.0,75.0,Malakpet,2
6037,1365.0,2.0,2.0,75.08,Malakpet,3
6039,2790.0,4.0,3.0,198.0,Malakpet,4
6047,525.0,1.0,1.0,30.0,Malakpet,1
6048,1047.0,2.0,1.0,83.0,Malakpet,2
6051,1556.0,3.0,2.0,86.0,Malakpet,3
6052,2106.0,3.0,3.0,148.0,Malakpet,3
6053,2500.0,8.0,3.0,95.0,Malakpet,8
6054,2145.0,3.0,3.0,180.0,Malakpet,3
6057,1780.0,3.0,0.0,110.0,Malakpet,3
6059,1296.0,2.0,1.0,89.0,Malakpet,2
6063,705.0,1.0,1.0,57.0,Malakpet,1
6064,1370.0,2.0,2.0,90.0,Malakpet,3
6065,1550.0,2.0,1.0,89.0,Malakpet,3
6071,700.0,1.0,1.0,35.0,Malakpet,1
6075,2500.0,5.0,2.0,181.0,Malakpet,4
6076,1455.0,3.0,3.0,75.0,Malakpet,3
6078,1354.0,2.0,1.0,98.0,Malakpet,3
6082,1590.0,2.0,3.0,85.0,Malakpet,3
6083,1350.0,2.0,1.0,85.0,Malakpet,2
6084,1025.0,2.0,1.0,65.0,Malakpet,2
6087,1600.0,3.0,2.0,130.0,Malakpet,3
6094,1320.0,2.0,2.0,110.0,Malakpet,2
6095,1270.0,2.0,2.0,80.0,Malakpet,2
6098,1650.0,3.0,2.0,135.0,Malakpet,3
6100,1600.0,3.0,2.0,102.0,Malakpet,3
6101,1223.0,2.0,1.0,93.0,Malakpet,2
6104,645.0,1.0,1.0,16.45,Malkajgiri,1
6109,1566.0,3.0,1.0,83.3,Malkajgiri,3
6110,918.0,2.0,2.0,52.0,Malkajgiri,2
6111,1225.0,2.0,1.0,67.38,Malkajgiri,2
6112,2689.0,6.0,2.0,220.0,Malkajgiri,4
6113,665.0,1.0,0.0,50.75,Malkajgiri,1
6117,1482.0,2.0,2.0,83.73,Malkajgiri,3
6119,1200.0,4.0,0.0,120.0,Malkajgiri,4
6121,2225.0,4.0,2.0,169.0,Malkajgiri,3
6122,1754.0,3.0,2.0,135.0,Malkajgiri,3
6123,1573.0,3.0,2.0,95.0,Malkajgiri,3
6125,4500.0,5.0,3.0,250.0,Malkajgiri,7
6126,3000.0,3.0,0.0,250.0,Malkajgiri,3
6127,2500.0,4.0,1.0,150.0,Malkajgiri,4
6129,1216.0,2.0,0.0,97.16,Malkajgiri,2
6130,2600.0,3.0,2.0,200.0,Malkajgiri,3
6131,1530.0,2.0,2.0,90.0,Malkajgiri,3
6135,1591.0,3.0,1.0,115.0,Malkajgiri,3
6138,1575.0,3.0,2.0,93.0,Malkajgiri,3
6145,1200.0,2.0,1.0,78.0,Malkajgiri,2
6147,1575.0,3.0,3.0,101.0,Malkajgiri,3
6148,615.0,1.0,1.0,24.0,Malkajgiri,1
6149,1200.0,2.0,1.0,65.0,Malkajgiri,2
6152,1030.0,2.0,2.0,80.0,Malkajgiri,2
6154,1652.5,3.0,2.0,90.0,Malkajgiri,3
6158,950.0,1.0,0.0,39.9,Malkajgiri,1
6159,1717.0,3.0,3.0,99.0,Malkajgiri,3
6160,1160.0,2.0,1.0,59.0,Malkajgiri,2
6162,2901.0,4.0,2.0,190.0,Malkajgiri,3
6163,1200.0,2.0,0.0,65.0,Malkajgiri,2
6164,940.0,2.0,1.0,54.0,Malkajgiri,2
6165,1412.0,2.0,3.0,88.0,Malkajgiri,3
6166,1614.0,3.0,2.0,95.0,Malkajgiri,3
6167,1484.0,3.0,1.0,74.18,Malkajgiri,3
6169,1374.0,3.0,2.0,72.0,Malkajgiri,3
6170,1634.0,3.0,1.0,111.0,Malkajgiri,3
6171,1100.0,2.0,2.0,85.0,Malkajgiri,2
6173,1367.0,2.0,2.0,86.0,Malkajgiri,2
6174,1466.0,3.0,3.0,77.59,Malkajgiri,3
6175,1200.0,2.0,0.0,66.0,Malkajgiri,3
6176,1804.0,3.0,2.0,150.0,Malkajgiri,3
6177,1320.0,2.0,1.0,91.0,Malkajgiri,2
6179,1007.0,2.0,1.0,53.0,Malkajgiri,2
6180,1800.0,6.0,0.0,68.0,Malkajgiri,6
6181,1350.0,2.0,2.0,130.0,Malkajgiri,3
6183,656.0,1.0,1.0,38.77,Malkajgiri,1
6186,1340.0,2.0,2.0,73.0,Malkajgiri,2
6190,1222.0,2.0,2.0,98.0,Malkajgiri,2
6192,2275.0,4.0,2.0,182.0,Malkajgiri,3
6193,936.0,1.0,0.0,53.0,Malkajgiri,1
6194,1230.0,2.0,2.0,66.25,Malkajgiri,2
6197,410.0,1.0,1.0,10.0,Malkajgiri,1
6200,1530.0,3.0,2.0,76.34,Malkajgiri,3
6201,625.0,1.0,1.0,43.68,Malkajgiri,1
6202,1827.0,3.0,2.0,97.0,Malkajgiri,3
6203,1322.0,2.0,1.0,77.9,Malkajgiri,2
6204,1343.0,2.0,1.0,76.0,Malkajgiri,2
6205,1180.0,2.0,2.0,85.0,Malkajgiri,2
6207,1410.5,2.0,0.0,70.385,Malkajgiri,3
6208,1500.0,3.0,3.0,100.0,Malkajgiri,3
6209,1770.0,3.0,2.0,99.0,Malkajgiri,3
6211,1181.0,2.0,1.0,61.0,Malkajgiri,2
6217,589.0,1.0,1.0,27.0,Manchal,1
6219,1062.0,2.0,3.0,38.0,Manchal,2
6220,1500.0,3.0,1.0,139.0,Manchal,3
6221,1275.0,2.0,2.0,52.0,Manchal,2
6222,4500.0,5.0,1.0,415.0,Manchal,5
6223,1220.0,2.0,1.0,56.5,Manchal,2
6224,1470.0,2.0,1.0,88.64,Manchal,3
6225,1200.0,2.0,2.0,55.0,Manchal,2
6226,999.0,2.0,3.0,45.0,Manchal,2
6227,1160.0,2.0,2.0,44.08,Manchal,2
6228,2710.0,3.0,1.0,251.0,Manchal,3
6229,1243.0,2.0,1.0,58.0,Manchal,2
6230,1098.0,2.0,1.0,72.0,Manchal,2
6231,1180.0,2.0,2.0,50.0,Manchal,2
6232,1320.0,2.0,1.0,110.0,Manchal,4
6234,1200.0,2.0,0.0,66.0,Manchal,3
6236,1726.0,3.0,3.0,145.0,Manchal,3
6237,1634.0,3.0,1.0,83.33,Manchal,3
6238,1210.0,2.0,2.0,72.0,Manchal,2
6239,1043.0,2.0,2.0,65.0,Manchal,2
6240,1020.0,2.0,1.0,42.48,Manchal,2
6241,1818.0,3.0,1.0,135.0,Manchal,3
6242,1259.0,2.0,1.0,67.4,Manchal,2
6244,1160.0,2.0,1.0,46.39,Manchal,2
6245,1070.0,2.0,2.0,37.45,Manchal,2
6246,1920.0,3.0,2.0,150.0,Manchal,3
6247,1290.0,2.0,1.0,80.0,Manchal,2
6249,1428.0,2.0,1.0,80.0,Manchal,3
6252,1804.0,3.0,2.0,102.0,Manchal,3
6253,1205.0,2.0,1.0,70.0,Manchal,2
6254,1090.0,2.0,2.0,35.03,Manchal,2
6255,1884.0,3.0,3.0,98.0,Manchal,3
6256,1340.0,2.0,2.0,60.0,Manchal,2
6257,2792.0,4.0,1.0,220.0,Manchal,4
6258,1050.0,2.0,2.0,52.5,Manchal,2
6259,1760.0,3.0,2.0,160.0,Manchal,3
6260,1650.0,3.0,2.0,100.0,Manchal,3
6261,1295.0,2.0,2.0,95.0,Manchal,2
6262,1133.0,2.0,2.0,38.41,Manchal,2
6263,1243.0,2.0,2.0,46.0,Manchal,2
6264,1201.0,2.0,2.0,59.99,Manchal,2
6265,1910.0,3.0,2.0,142.0,Manchal,3
6266,1250.0,2.0,1.0,58.0,Manchal,2
6267,1178.0,2.0,1.0,75.0,Manchal,2
6268,3664.0,3.0,2.0,325.0,Manchal,3
6269,1200.0,2.0,2.0,45.0,Manchal,2
6270,2500.0,5.0,2.0,125.0,Manchal,5
6272,1060.0,2.0,1.0,35.0,Manchal,2
6273,2650.0,4.0,3.0,199.0,Manchal,3
6274,2023.0,4.0,2.0,130.0,Manchal,3
6275,1220.0,2.0,2.0,52.0,Manchal,2
6276,1724.0,3.0,1.0,125.0,Manchal,3
6278,1093.0,2.0,1.0,34.0,Manchal,2
6279,1044.0,2.0,2.0,85.0,Manchal,2
6280,1190.0,2.0,1.0,60.0,Manchal,2
6281,1046.0,2.0,0.0,49.06,Manchal,2
6282,1000.0,2.0,1.0,51.0,Manchal,2
6283,1683.0,3.0,1.0,140.0,Manchal,3
6285,1532.5,3.0,0.0,79.465,Manchal,3
6286,1500.0,3.0,1.0,90.0,Manchal,3
6289,1237.5,2.0,0.0,49.49,Manchal,2
6290,1165.0,2.0,1.0,49.61,Manchal,2
6292,1203.0,2.0,2.0,72.0,Manchal,2
6295,1537.0,3.0,2.0,81.0,Manchal,3
6296,1175.0,2.0,2.0,62.0,Manchal,2
6298,814.0,2.0,1.0,53.0,Manchal,2
6299,658.0,1.0,1.0,26.91,Manchal,1
6300,1839.0,3.0,2.0,130.0,Manchal,3
6301,672.0,1.0,1.0,36.85,Manchal,1
6302,850.0,2.0,1.0,42.5,Manchal,2
6304,3600.0,6.0,1.0,170.0,Manchal,6
6305,1080.0,2.0,1.0,53.0,Manchal,2
6306,1270.0,2.0,1.0,96.0,Manchal,2
6307,1275.0,2.0,2.0,59.0,Manchal,2
6308,2035.0,3.0,2.0,142.0,Manchal,3
6309,1205.0,2.0,1.0,45.79,Manchal,2
6311,1315.0,2.0,3.0,77.0,Manchal,2
6312,600.0,1.0,1.0,22.8,Manchal,1
6314,1210.0,2.0,1.0,60.0,Manchal,2
6315,1200.0,3.0,3.0,75.0,Manchal,3
6316,1005.0,2.0,2.0,45.0,Manchal,2
6317,943.0,2.0,2.0,49.5,Manchal,2
6318,1121.0,2.0,2.0,75.0,Manchal,2
6319,1153.0,2.0,2.0,60.0,Manchal,2
6320,3000.0,8.0,0.0,140.0,Manikonda,8
6322,1025.0,2.0,2.0,36.0,Manikonda,2
6324,1752.12,3.0,2.0,135.0,Manikonda,3
6326,1225.0,2.0,2.0,48.0,Manikonda,2
6327,1450.0,2.0,1.0,100.0,Manikonda,3
6328,1691.0,2.0,2.0,102.0,Manikonda,3
6329,1651.0,3.0,3.0,97.38,Manikonda,3
6330,1206.0,2.0,3.0,75.0,Manikonda,2
6331,1300.0,2.0,3.0,69.0,Manikonda,3
6332,975.0,2.0,2.0,37.5,Manikonda,2
6333,1090.0,2.0,1.0,31.48,Manikonda,2
6334,1225.0,2.0,1.0,57.0,Manikonda,2
6335,2690.0,4.0,3.0,199.0,Manikonda,4
6336,1500.0,2.0,2.0,93.0,Manikonda,4
6337,1845.0,4.0,1.0,110.0,Manikonda,3
6338,2072.0,4.0,2.0,150.0,Manikonda,3
6339,1444.0,2.0,1.0,75.97,Manikonda,2
6340,1102.0,2.0,2.0,53.67,Manikonda,2
6341,1725.0,3.0,3.0,90.0,Manikonda,3
6342,1110.0,2.0,2.0,51.0,Manikonda,2
6343,1248.0,2.0,1.0,69.0,Manikonda,2
6344,1100.0,2.0,1.0,44.0,Manikonda,2
6345,1305.0,2.0,1.0,69.0,Manikonda,3
6346,1575.0,2.0,2.0,120.0,Manikonda,3
6347,1340.0,2.0,2.0,75.0,Manikonda,2
6348,1000.0,2.0,1.0,80.0,Manikonda,2
6349,1350.0,2.0,2.0,65.0,Manikonda,3
6350,1135.0,2.0,3.0,43.0,Manikonda,2
6353,1700.0,3.0,2.0,125.0,Manikonda,3
6354,605.0,1.0,0.0,41.745,Manikonda,1
6355,1155.0,2.0,0.0,72.0,Manikonda,2
6357,1900.0,3.0,1.0,99.0,Manikonda,3
6358,2100.0,3.0,3.0,110.0,Manikonda,3
6361,1554.0,3.0,3.0,130.0,Manikonda,2
6363,1130.0,2.0,1.0,52.0,Manikonda,2
6364,660.0,2.0,0.0,27.0,Manikonda,2
6365,957.0,2.0,1.0,53.0,Manikonda,2
6366,1870.0,3.0,2.0,138.0,Manikonda,3
6367,1000.0,2.0,1.0,29.7,Manikonda,2
6368,1465.0,3.0,3.0,75.0,Manikonda,3
6369,1160.0,2.0,1.0,55.0,Manikonda,2
6370,1570.0,3.0,2.0,78.0,Manikonda,3
6371,1914.0,3.0,2.0,149.0,Manikonda,3
6372,1070.0,2.0,1.0,47.0,Manikonda,2
6373,1200.0,3.0,1.0,87.0,Manikonda,4
6374,1075.0,2.0,1.0,46.76,Manikonda,2
6377,880.0,2.0,1.0,48.0,Manikonda,2
6378,875.0,2.0,1.0,57.0,Manikonda,2
6379,1340.0,2.0,1.0,65.0,Manikonda,2
6380,1070.0,2.0,2.0,42.0,Manikonda,2
6381,985.0,2.0,2.0,42.0,Manikonda,2
6382,1770.0,3.0,3.0,100.0,Manikonda,3
6383,1050.0,2.0,1.0,34.0,Manikonda,2
6384,1496.0,2.0,3.0,78.0,Manikonda,3
6385,1795.0,3.0,2.0,150.0,Manikonda,3
6387,2072.0,4.0,2.0,160.0,Manikonda,3
6388,3596.0,5.0,1.0,260.0,Manikonda,4
6390,1180.0,2.0,1.0,39.0,Manikonda,2
6391,560.0,1.0,0.0,19.0,Manikonda,1
6392,1407.0,2.0,1.0,83.87,Manikonda,2
6394,1400.0,2.0,1.0,95.0,Manikonda,3
6395,1355.0,2.0,1.0,72.9,Manikonda,2
6397,985.0,2.0,1.0,49.97,Manikonda,2
6398,1625.0,3.0,2.0,120.0,Manikonda,3
6399,1100.0,2.0,2.0,65.0,Manikonda,2
6400,1246.0,2.0,1.0,67.0,Manikonda,2
6401,850.0,2.0,2.0,32.0,Manikonda,2
6402,1188.0,2.0,1.0,50.0,Manikonda,2
6404,1127.0,2.0,2.0,32.0,Manikonda,2
6405,1298.0,2.0,1.0,59.0,Manikonda,2
6406,1835.0,3.0,1.0,108.0,Manikonda,3
6407,600.0,2.0,2.0,29.5,Manikonda,2
6408,1215.0,2.0,1.0,44.96,Manikonda,2
6409,750.0,2.0,1.0,37.49,Manikonda,2
6410,1270.0,2.0,2.0,62.0,Manikonda,2
6411,1936.0,3.0,2.0,139.0,Manikonda,3
6412,1115.0,2.0,1.0,51.91,Manikonda,2
6413,1404.0,2.0,1.0,72.0,Manikonda,2
6414,927.0,2.0,2.0,37.0,Manikonda,2
6415,1500.0,2.0,2.0,60.0,Manikonda,2
6417,520.0,1.0,1.0,14.04,Manikonda,1
6418,777.0,1.0,0.0,38.46,Manikonda,1
6419,1075.0,2.0,2.0,32.25,Manikonda,2
6420,825.0,1.0,0.0,35.475,Manikonda,1
6421,930.0,1.0,1.0,55.0,Manikonda,2
6422,5480.0,4.0,2.0,400.0,Manikonda,3
6423,950.0,2.0,0.0,30.0,Manikonda,2
6425,1140.0,2.0,2.0,52.0,Manikonda,2
6426,1270.0,2.0,1.0,105.0,Manikonda,2
6427,1650.0,3.0,2.0,115.0,Manikonda,3
6430,1000.0,2.0,1.0,38.0,Maredpally,2
6431,782.0,2.0,2.0,55.68,Maredpally,2
6434,1260.0,2.0,2.0,55.0,Maredpally,2
6435,1196.0,2.0,2.0,94.42,Maredpally,2
6436,1180.0,2.0,2.0,42.0,Maredpally,2
6438,674.0,2.0,1.0,33.0,Maredpally,2
6439,2072.0,4.0,2.0,142.0,Maredpally,3
6440,1350.0,2.0,3.0,80.0,Maredpally,2
6441,1397.0,3.0,3.0,105.0,Maredpally,3
6443,1200.0,2.0,2.0,78.0,Maredpally,2
6444,1195.0,2.0,1.0,42.0,Maredpally,2
6445,500.0,1.0,1.0,17.0,Maredpally,1
6446,1200.0,1.0,1.0,48.0,Maredpally,1
6447,1135.0,2.0,2.0,58.0,Maredpally,2
6448,3122.0,6.0,2.0,235.0,Maredpally,4
6450,1198.0,2.0,1.0,84.0,Maredpally,2
